,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
95270,2008,1,7,1,906.0,850,1335.0,1332,XE,2,N14162,149.0,162.0,137.0,3.0,16.0,ONT,AUS,1197,5.0,7.0,0,N,0,,,,,
95271,2008,1,8,2,859.0,850,1338.0,1332,XE,2,N14204,159.0,162.0,146.0,6.0,9.0,ONT,AUS,1197,5.0,8.0,0,N,0,,,,,
95273,2008,1,10,4,903.0,850,1338.0,1332,XE,2,N16178,155.0,162.0,143.0,6.0,13.0,ONT,AUS,1197,4.0,8.0,0,N,0,,,,,
95274,2008,1,11,5,908.0,850,1338.0,1332,XE,2,N27190,150.0,162.0,135.0,6.0,18.0,ONT,AUS,1197,6.0,9.0,0,N,0,,,,,
95281,2008,1,18,5,910.0,850,1401.0,1332,XE,2,N11192,171.0,162.0,154.0,29.0,20.0,ONT,AUS,1197,6.0,11.0,0,N,0,13.0,0.0,9.0,0.0,7.0
95283,2008,1,20,7,923.0,850,1359.0,1332,XE,2,N14186,156.0,162.0,142.0,27.0,33.0,ONT,AUS,1197,5.0,9.0,0,N,0,27.0,0.0,0.0,0.0,0.0
95284,2008,1,21,1,857.0,850,1332.0,1332,XE,2,N12166,155.0,162.0,140.0,0.0,7.0,ONT,AUS,1197,5.0,10.0,0,N,0,,,,,
95285,2008,1,22,2,920.0,850,1350.0,1332,XE,2,N13161,150.0,162.0,138.0,18.0,30.0,ONT,AUS,1197,5.0,7.0,0,N,0,18.0,0.0,0.0,0.0,0.0
95288,2008,1,25,5,901.0,850,1351.0,1332,XE,2,N12166,170.0,162.0,146.0,19.0,11.0,ONT,AUS,1197,4.0,20.0,0,N,0,0.0,0.0,8.0,0.0,11.0
95289,2008,1,26,6,902.0,850,1332.0,1332,XE,2,N14204,150.0,162.0,134.0,0.0,12.0,ONT,AUS,1197,4.0,12.0,0,N,0,,,,,
95290,2008,1,27,7,903.0,850,1350.0,1332,XE,2,N11194,167.0,162.0,146.0,18.0,13.0,ONT,AUS,1197,6.0,15.0,0,N,0,13.0,0.0,5.0,0.0,0.0
95291,2008,1,28,1,913.0,850,1338.0,1332,XE,2,N16178,145.0,162.0,133.0,6.0,23.0,ONT,AUS,1197,5.0,7.0,0,N,0,,,,,
95294,2008,1,31,4,858.0,850,1335.0,1332,XE,2,N12163,157.0,162.0,144.0,3.0,8.0,ONT,AUS,1197,5.0,8.0,0,N,0,,,,,
95295,2008,1,4,5,1003.0,910,1232.0,1220,XE,200,N14204,149.0,190.0,133.0,12.0,53.0,LGB,GEG,953,5.0,11.0,0,N,0,,,,,
95296,2008,1,1,2,1017.0,910,1130.0,1035,XE,200,N14198,73.0,85.0,60.0,55.0,67.0,LGB,RNO,402,4.0,9.0,0,N,0,9.0,0.0,0.0,0.0,46.0
95297,2008,1,2,3,930.0,910,1048.0,1035,XE,200,N11164,78.0,85.0,64.0,13.0,20.0,LGB,RNO,402,4.0,10.0,0,N,0,,,,,
95298,2008,1,3,4,922.0,910,1041.0,1035,XE,200,N11199,79.0,85.0,61.0,6.0,12.0,LGB,RNO,402,6.0,12.0,0,N,0,,,,,
95299,2008,1,5,6,926.0,910,1052.0,1035,XE,200,N11164,86.0,85.0,63.0,17.0,16.0,LGB,RNO,402,6.0,17.0,0,N,0,16.0,0.0,1.0,0.0,0.0
95300,2008,1,6,7,928.0,910,1045.0,1035,XE,200,N27190,77.0,85.0,63.0,10.0,18.0,LGB,RNO,402,6.0,8.0,0,N,0,,,,,
95303,2008,1,9,3,1014.0,910,1138.0,1035,XE,200,N11199,84.0,85.0,68.0,63.0,64.0,LGB,RNO,402,4.0,12.0,0,N,0,0.0,0.0,0.0,0.0,63.0
95308,2008,1,14,1,1156.0,910,1318.0,1035,XE,200,N12195,82.0,85.0,61.0,163.0,166.0,LGB,RNO,402,13.0,8.0,0,N,0,0.0,0.0,0.0,0.0,163.0
95313,2008,1,19,6,916.0,910,1039.0,1035,XE,200,N21197,83.0,85.0,66.0,4.0,6.0,LGB,RNO,402,7.0,10.0,0,N,0,,,,,
95315,2008,1,22,2,931.0,910,1057.0,1035,XE,200,N11164,86.0,85.0,68.0,22.0,21.0,LGB,RNO,402,8.0,10.0,0,N,0,1.0,0.0,1.0,0.0,20.0
95317,2008,1,24,4,928.0,910,1100.0,1035,XE,200,N12201,92.0,85.0,68.0,25.0,18.0,LGB,RNO,402,6.0,18.0,0,N,0,18.0,0.0,7.0,0.0,0.0
95318,2008,1,25,5,918.0,910,1044.0,1035,XE,200,N17196,86.0,85.0,65.0,9.0,8.0,LGB,RNO,402,6.0,15.0,0,N,0,,,,,
95320,2008,1,27,7,952.0,910,1106.0,1035,XE,200,N11199,74.0,85.0,60.0,31.0,42.0,LGB,RNO,402,5.0,9.0,0,N,0,0.0,0.0,0.0,0.0,31.0
95325,2008,1,1,2,1151.0,1100,1323.0,1245,XE,200,N14198,92.0,105.0,79.0,38.0,51.0,RNO,GEG,572,5.0,8.0,0,N,0,0.0,0.0,0.0,0.0,38.0
95326,2008,1,2,3,1119.0,1100,1246.0,1245,XE,200,N11164,87.0,105.0,74.0,1.0,19.0,RNO,GEG,572,6.0,7.0,0,N,0,,,,,
95328,2008,1,5,6,1111.0,1100,1248.0,1245,XE,200,N11164,97.0,105.0,80.0,3.0,11.0,RNO,GEG,572,4.0,13.0,0,N,0,,,,,
95329,2008,1,6,7,1106.0,1100,1255.0,1245,XE,200,N27190,109.0,105.0,81.0,10.0,6.0,RNO,GEG,572,5.0,23.0,0,N,0,,,,,
95331,2008,1,8,2,1112.0,1100,1246.0,1245,XE,200,N12201,94.0,105.0,72.0,1.0,12.0,RNO,GEG,572,10.0,12.0,0,N,0,,,,,
95332,2008,1,9,3,1204.0,1100,1400.0,1245,XE,200,N11199,116.0,105.0,93.0,75.0,64.0,RNO,GEG,572,5.0,18.0,0,N,0,1.0,0.0,11.0,0.0,63.0
95337,2008,1,14,1,1334.0,1100,1502.0,1245,XE,200,N12195,88.0,105.0,78.0,137.0,154.0,RNO,GEG,572,4.0,6.0,0,N,0,0.0,0.0,0.0,0.0,137.0
95338,2008,1,15,2,1108.0,1100,1256.0,1245,XE,200,N12195,108.0,105.0,92.0,11.0,8.0,RNO,GEG,572,4.0,12.0,0,N,0,,,,,
95344,2008,1,21,1,1526.0,1100,1722.0,1245,XE,200,N11164,116.0,105.0,82.0,277.0,266.0,RNO,GEG,572,7.0,27.0,0,N,0,0.0,266.0,11.0,0.0,0.0
95345,2008,1,22,2,1119.0,1100,1257.0,1245,XE,200,N11164,98.0,105.0,85.0,12.0,19.0,RNO,GEG,572,4.0,9.0,0,N,0,,,,,
95347,2008,1,24,4,1124.0,1100,1258.0,1245,XE,200,N12201,94.0,105.0,77.0,13.0,24.0,RNO,GEG,572,6.0,11.0,0,N,0,,,,,
95350,2008,1,27,7,1134.0,1100,1428.0,1245,XE,200,N11199,174.0,105.0,74.0,103.0,34.0,RNO,GEG,572,91.0,9.0,0,N,0,3.0,0.0,69.0,0.0,31.0
95355,2008,1,5,6,1621.0,1515,1858.0,1830,XE,201,N27190,157.0,195.0,138.0,28.0,66.0,GEG,LGB,953,10.0,9.0,0,N,0,0.0,28.0,0.0,0.0,0.0
95360,2008,1,6,7,1528.0,1515,1700.0,1658,XE,201,N13161,92.0,103.0,81.0,2.0,13.0,GEG,RNO,572,5.0,6.0,0,N,0,,,,,
95365,2008,1,11,5,1530.0,1515,1653.0,1658,XE,201,N11199,83.0,103.0,71.0,-5.0,15.0,GEG,RNO,572,5.0,7.0,0,N,0,,,,,
95369,2008,1,15,2,1530.0,1515,1658.0,1658,XE,201,N27190,88.0,103.0,73.0,0.0,15.0,GEG,RNO,572,5.0,10.0,0,N,0,,,,,
95375,2008,1,21,1,1740.0,1515,1920.0,1658,XE,201,N11164,100.0,103.0,75.0,142.0,145.0,GEG,RNO,572,13.0,12.0,0,N,0,0.0,0.0,0.0,0.0,142.0
95381,2008,1,27,7,1938.0,1515,2136.0,1658,XE,201,N11187,118.0,103.0,85.0,278.0,263.0,GEG,RNO,572,5.0,28.0,0,N,0,0.0,45.0,15.0,0.0,218.0
95392,2008,1,6,7,1735.0,1725,1900.0,1849,XE,201,N13161,85.0,84.0,64.0,11.0,10.0,RNO,LGB,402,5.0,16.0,0,N,0,,,,,
95393,2008,1,7,1,1732.0,1725,1852.0,1849,XE,201,N12201,80.0,84.0,62.0,3.0,7.0,RNO,LGB,402,8.0,10.0,0,N,0,,,,,
95394,2008,1,8,2,1733.0,1725,1859.0,1849,XE,201,N11199,86.0,84.0,63.0,10.0,8.0,RNO,LGB,402,4.0,19.0,0,N,0,,,,,
95399,2008,1,13,7,1732.0,1725,1852.0,1849,XE,201,N12195,80.0,84.0,64.0,3.0,7.0,RNO,LGB,402,7.0,9.0,0,N,0,,,,,
95407,2008,1,21,1,1945.0,1725,2110.0,1849,XE,201,N11164,85.0,84.0,68.0,141.0,140.0,RNO,LGB,402,3.0,14.0,0,N,0,0.0,0.0,1.0,0.0,140.0
95412,2008,1,26,6,1752.0,1725,1928.0,1849,XE,201,N11199,96.0,84.0,83.0,39.0,27.0,RNO,LGB,402,3.0,10.0,0,N,0,0.0,0.0,12.0,0.0,27.0
95413,2008,1,27,7,2201.0,1725,2317.0,1849,XE,201,N11187,76.0,84.0,65.0,268.0,276.0,RNO,LGB,402,3.0,8.0,0,N,0,0.0,0.0,0.0,0.0,268.0
95422,2008,1,5,6,808.0,700,934.0,805,XE,202,N12166,86.0,65.0,51.0,89.0,68.0,BFL,SMF,265,28.0,7.0,0,N,0,68.0,0.0,21.0,0.0,0.0
95441,2008,1,25,5,741.0,700,840.0,805,XE,202,N11547,59.0,65.0,44.0,35.0,41.0,BFL,SMF,265,5.0,10.0,0,N,0,35.0,0.0,0.0,0.0,0.0
95445,2008,1,29,2,753.0,700,914.0,805,XE,202,N13550,81.0,65.0,51.0,69.0,53.0,BFL,SMF,265,16.0,14.0,0,N,0,53.0,0.0,16.0,0.0,0.0
95452,2008,1,5,6,936.0,830,1113.0,1030,XE,202,N17560,97.0,120.0,86.0,43.0,66.0,SMF,GEG,649,4.0,7.0,0,N,0,5.0,0.0,0.0,0.0,38.0
95455,2008,1,8,2,947.0,830,1159.0,1030,XE,202,N18557,132.0,120.0,114.0,89.0,77.0,SMF,GEG,649,4.0,14.0,0,N,0,77.0,0.0,12.0,0.0,0.0
95462,2008,1,15,2,1150.0,830,1358.0,1030,XE,202,N14568,128.0,120.0,105.0,208.0,200.0,SMF,GEG,649,4.0,19.0,0,N,0,0.0,188.0,8.0,0.0,12.0
95466,2008,1,19,6,853.0,830,1045.0,1030,XE,202,N16561,112.0,120.0,90.0,15.0,23.0,SMF,GEG,649,7.0,15.0,0,N,0,15.0,0.0,0.0,0.0,0.0
95472,2008,1,25,5,905.0,830,1048.0,1030,XE,202,N11547,103.0,120.0,87.0,18.0,35.0,SMF,GEG,649,4.0,12.0,0,N,0,0.0,0.0,0.0,0.0,18.0
95475,2008,1,28,1,910.0,830,1103.0,1030,XE,202,N14907,113.0,120.0,97.0,33.0,40.0,SMF,GEG,649,7.0,9.0,0,N,0,33.0,0.0,0.0,0.0,0.0
95476,2008,1,29,2,939.0,830,1151.0,1030,XE,202,N13550,132.0,120.0,94.0,81.0,69.0,SMF,GEG,649,29.0,9.0,0,N,0,0.0,0.0,12.0,0.0,69.0
95479,2008,1,1,2,1658.0,1650,1848.0,1842,XE,205,N14907,110.0,112.0,99.0,6.0,8.0,GEG,SMF,649,3.0,8.0,0,N,0,,,,,
95486,2008,1,8,2,1724.0,1650,1939.0,1842,XE,205,N14562,135.0,112.0,94.0,57.0,34.0,GEG,SMF,649,5.0,36.0,0,N,0,15.0,0.0,23.0,0.0,19.0
95487,2008,1,9,3,1656.0,1650,1839.0,1842,XE,205,N11547,103.0,112.0,88.0,-3.0,6.0,GEG,SMF,649,4.0,11.0,0,N,0,,,,,
95493,2008,1,15,2,1710.0,1650,1846.0,1842,XE,205,N12552,96.0,112.0,82.0,4.0,20.0,GEG,SMF,649,4.0,10.0,0,N,0,,,,,
95494,2008,1,16,3,1721.0,1650,1823.0,1842,XE,205,N14568,62.0,112.0,53.0,-19.0,31.0,GEG,SMF,649,4.0,5.0,0,N,0,,,,,
95496,2008,1,18,5,1715.0,1650,1902.0,1842,XE,205,N16561,107.0,112.0,87.0,20.0,25.0,GEG,SMF,649,8.0,12.0,0,N,0,2.0,0.0,0.0,0.0,18.0
95505,2008,1,27,7,2051.0,1650,2316.0,1842,XE,205,N14907,145.0,112.0,98.0,274.0,241.0,GEG,SMF,649,7.0,40.0,0,N,0,0.0,0.0,249.0,0.0,25.0
95506,2008,1,28,1,1833.0,1650,2035.0,1842,XE,205,N13550,122.0,112.0,84.0,113.0,103.0,GEG,SMF,649,6.0,32.0,0,N,0,103.0,0.0,10.0,0.0,0.0
95511,2008,1,2,3,1917.0,1910,2013.0,2012,XE,205,N14562,56.0,62.0,43.0,1.0,7.0,SMF,BFL,265,3.0,10.0,0,N,0,,,,,
95513,2008,1,4,5,2237.0,1910,2338.0,2012,XE,205,N12166,61.0,62.0,47.0,206.0,207.0,SMF,BFL,265,5.0,9.0,0,N,0,75.0,0.0,0.0,0.0,131.0
95514,2008,1,5,6,1955.0,1910,2052.0,2012,XE,205,N14562,57.0,62.0,46.0,40.0,45.0,SMF,BFL,265,3.0,8.0,0,N,0,8.0,0.0,0.0,0.0,32.0
95517,2008,1,8,2,2010.0,1910,2106.0,2012,XE,205,N14562,56.0,62.0,43.0,54.0,60.0,SMF,BFL,265,4.0,9.0,0,N,0,5.0,0.0,0.0,0.0,49.0
95526,2008,1,17,4,1923.0,1910,2021.0,2012,XE,205,N11551,58.0,62.0,46.0,9.0,13.0,SMF,BFL,265,5.0,7.0,0,N,0,,,,,
95527,2008,1,18,5,1926.0,1910,2031.0,2012,XE,205,N16561,65.0,62.0,44.0,19.0,16.0,SMF,BFL,265,5.0,16.0,0,N,0,0.0,0.0,3.0,0.0,16.0
95533,2008,1,24,4,2218.0,1910,2314.0,2012,XE,205,N11547,56.0,62.0,43.0,182.0,188.0,SMF,BFL,265,4.0,9.0,0,N,0,182.0,0.0,0.0,0.0,0.0
95535,2008,1,26,6,1937.0,1910,2038.0,2012,XE,205,N11547,61.0,62.0,48.0,26.0,27.0,SMF,BFL,265,5.0,8.0,0,N,0,0.0,0.0,0.0,0.0,26.0
95537,2008,1,28,1,2053.0,1910,2205.0,2012,XE,205,N13550,72.0,62.0,43.0,113.0,103.0,SMF,BFL,265,5.0,24.0,0,N,0,0.0,0.0,10.0,0.0,103.0
95542,2008,1,2,3,1611.0,1555,1908.0,1855,XE,209,N26549,117.0,120.0,101.0,13.0,16.0,SMF,TUS,752,5.0,11.0,0,N,0,,,,,
95543,2008,1,3,4,1608.0,1555,1905.0,1855,XE,209,N13553,117.0,120.0,101.0,10.0,13.0,SMF,TUS,752,5.0,11.0,0,N,0,,,,,
95544,2008,1,4,5,1926.0,1555,2216.0,1855,XE,209,N13550,110.0,120.0,97.0,201.0,211.0,SMF,TUS,752,4.0,9.0,0,N,0,8.0,0.0,0.0,0.0,193.0
95545,2008,1,5,6,1917.0,1555,2208.0,1855,XE,209,N14907,111.0,120.0,99.0,193.0,202.0,SMF,TUS,752,4.0,8.0,0,N,0,14.0,0.0,0.0,0.0,179.0
95546,2008,1,6,7,1704.0,1555,1952.0,1855,XE,209,N16561,108.0,120.0,93.0,57.0,69.0,SMF,TUS,752,4.0,11.0,0,N,0,7.0,0.0,0.0,0.0,50.0
95548,2008,1,8,2,1614.0,1555,1908.0,1855,XE,209,N17560,114.0,120.0,97.0,13.0,19.0,SMF,TUS,752,4.0,13.0,0,N,0,,,,,
95550,2008,1,10,4,1609.0,1555,1857.0,1855,XE,209,N11544,108.0,120.0,93.0,2.0,14.0,SMF,TUS,752,4.0,11.0,0,N,0,,,,,
95552,2008,1,12,6,1603.0,1555,1844.0,1855,XE,209,N11191,101.0,120.0,89.0,-11.0,8.0,SMF,TUS,752,5.0,7.0,0,N,0,,,,,
95553,2008,1,13,7,1618.0,1555,1911.0,1855,XE,209,N17560,113.0,120.0,98.0,16.0,23.0,SMF,TUS,752,5.0,10.0,0,N,0,0.0,0.0,0.0,0.0,16.0
95555,2008,1,15,2,1603.0,1555,1851.0,1855,XE,209,N19554,108.0,120.0,92.0,-4.0,8.0,SMF,TUS,752,5.0,11.0,0,N,0,,,,,
95556,2008,1,16,3,1603.0,1555,1859.0,1855,XE,209,N16559,116.0,120.0,101.0,4.0,8.0,SMF,TUS,752,5.0,10.0,0,N,0,,,,,
95558,2008,1,18,5,1601.0,1555,1855.0,1855,XE,209,N15555,114.0,120.0,102.0,0.0,6.0,SMF,TUS,752,5.0,7.0,0,N,0,,,,,
95560,2008,1,20,7,1614.0,1555,1905.0,1855,XE,209,N13553,111.0,120.0,97.0,10.0,19.0,SMF,TUS,752,5.0,9.0,0,N,0,,,,,
95562,2008,1,22,2,1606.0,1555,1906.0,1855,XE,209,N14203,120.0,120.0,103.0,11.0,11.0,SMF,TUS,752,5.0,12.0,0,N,0,,,,,
95563,2008,1,23,3,1705.0,1555,2007.0,1855,XE,209,N18557,122.0,120.0,104.0,72.0,70.0,SMF,TUS,752,6.0,12.0,0,N,0,0.0,0.0,2.0,0.0,70.0
95565,2008,1,25,5,1602.0,1555,1903.0,1855,XE,209,N12552,121.0,120.0,102.0,8.0,7.0,SMF,TUS,752,6.0,13.0,0,N,0,,,,,
95567,2008,1,27,7,1640.0,1555,1937.0,1855,XE,209,N12195,117.0,120.0,103.0,42.0,45.0,SMF,TUS,752,6.0,8.0,0,N,0,19.0,0.0,0.0,0.0,23.0
95568,2008,1,28,1,1807.0,1555,2057.0,1855,XE,209,N16546,110.0,120.0,95.0,122.0,132.0,SMF,TUS,752,4.0,11.0,0,N,0,2.0,0.0,0.0,0.0,120.0
95571,2008,1,31,4,1610.0,1555,1912.0,1855,XE,209,N18556,122.0,120.0,98.0,17.0,15.0,SMF,TUS,752,5.0,19.0,0,N,0,0.0,0.0,2.0,0.0,15.0
95573,2008,1,2,3,1937.0,1920,2231.0,2217,XE,209,N26549,114.0,117.0,100.0,14.0,17.0,TUS,AUS,797,6.0,8.0,0,N,0,,,,,
95574,2008,1,3,4,1936.0,1920,2230.0,2217,XE,209,N13553,114.0,117.0,97.0,13.0,16.0,TUS,AUS,797,9.0,8.0,0,N,0,,,,,
95575,2008,1,4,5,2247.0,1920,137.0,2217,XE,209,N13550,110.0,117.0,98.0,200.0,207.0,TUS,AUS,797,6.0,6.0,0,N,0,15.0,0.0,0.0,0.0,185.0
95576,2008,1,5,6,2239.0,1920,132.0,2217,XE,209,N14907,113.0,117.0,98.0,195.0,199.0,TUS,AUS,797,7.0,8.0,0,N,0,6.0,0.0,0.0,0.0,189.0
95577,2008,1,6,7,2032.0,1920,2324.0,2217,XE,209,N16561,112.0,117.0,97.0,67.0,72.0,TUS,AUS,797,5.0,10.0,0,N,0,14.0,0.0,0.0,0.0,53.0
95579,2008,1,8,2,1931.0,1920,2228.0,2217,XE,209,N17560,117.0,117.0,99.0,11.0,11.0,TUS,AUS,797,6.0,12.0,0,N,0,,,,,
95584,2008,1,13,7,1934.0,1920,2231.0,2217,XE,209,N17560,117.0,117.0,93.0,14.0,14.0,TUS,AUS,797,6.0,18.0,0,N,0,,,,,
95585,2008,1,14,1,1926.0,1920,2224.0,2217,XE,209,N13161,118.0,117.0,100.0,7.0,6.0,TUS,AUS,797,4.0,14.0,0,N,0,,,,,
95589,2008,1,18,5,1927.0,1920,2231.0,2217,XE,209,N15555,124.0,117.0,107.0,14.0,7.0,TUS,AUS,797,11.0,6.0,0,N,0,,,,,
95591,2008,1,20,7,1935.0,1920,2224.0,2217,XE,209,N13553,109.0,117.0,97.0,7.0,15.0,TUS,AUS,797,5.0,7.0,0,N,0,,,,,
95593,2008,1,22,2,1928.0,1920,2222.0,2217,XE,209,N14203,114.0,117.0,98.0,5.0,8.0,TUS,AUS,797,8.0,8.0,0,N,0,,,,,
95594,2008,1,23,3,2033.0,1920,2329.0,2217,XE,209,N18557,116.0,117.0,100.0,72.0,73.0,TUS,AUS,797,5.0,11.0,0,N,0,1.0,0.0,0.0,0.0,71.0
95596,2008,1,25,5,1938.0,1920,2231.0,2217,XE,209,N17560,113.0,117.0,95.0,14.0,18.0,TUS,AUS,797,6.0,12.0,0,N,0,,,,,
95598,2008,1,27,7,2011.0,1920,2259.0,2217,XE,209,N12195,108.0,117.0,93.0,42.0,51.0,TUS,AUS,797,7.0,8.0,0,N,0,7.0,0.0,0.0,0.0,35.0
95599,2008,1,28,1,2130.0,1920,21.0,2217,XE,209,N16546,111.0,117.0,94.0,124.0,130.0,TUS,AUS,797,6.0,11.0,0,N,0,8.0,0.0,0.0,0.0,116.0
95602,2008,1,31,4,1940.0,1920,2235.0,2217,XE,209,N18556,115.0,117.0,95.0,18.0,20.0,TUS,AUS,797,5.0,15.0,0,N,0,3.0,0.0,0.0,0.0,15.0
95605,2008,1,3,4,926.0,915,1017.0,1012,XE,21,N14188,111.0,117.0,98.0,5.0,11.0,ABQ,ONT,631,4.0,9.0,0,N,0,,,,,
95607,2008,1,5,6,1653.0,1630,1752.0,1727,XE,21,N13550,119.0,117.0,106.0,25.0,23.0,ABQ,ONT,631,5.0,8.0,0,N,0,8.0,0.0,2.0,0.0,15.0
95617,2008,1,15,2,935.0,915,1024.0,1012,XE,21,N11191,109.0,117.0,96.0,12.0,20.0,ABQ,ONT,631,3.0,10.0,0,N,0,,,,,
95638,2008,1,5,6,1527.0,1500,1620.0,1604,XE,21,N13550,113.0,124.0,99.0,16.0,27.0,TUL,ABQ,608,5.0,9.0,0,N,0,0.0,0.0,0.0,0.0,16.0
95648,2008,1,15,2,824.0,745,916.0,849,XE,21,N11191,112.0,124.0,87.0,27.0,39.0,TUL,ABQ,608,6.0,19.0,0,N,0,27.0,0.0,0.0,0.0,0.0
95669,2008,1,5,6,1012.0,715,1340.0,1032,XE,210,N12166,148.0,137.0,100.0,188.0,177.0,SMF,COS,911,39.0,9.0,0,N,0,13.0,0.0,11.0,0.0,164.0
95670,2008,1,6,7,809.0,715,1129.0,1032,XE,210,N14204,140.0,137.0,119.0,57.0,54.0,SMF,COS,911,10.0,11.0,0,N,0,54.0,0.0,3.0,0.0,0.0
95683,2008,1,19,6,743.0,715,1122.0,1032,XE,210,N11164,159.0,137.0,117.0,50.0,28.0,SMF,COS,911,9.0,33.0,0,N,0,28.0,0.0,22.0,0.0,0.0
95697,2008,1,2,3,1747.0,1730,1927.0,1909,XE,211,N12163,160.0,159.0,144.0,18.0,17.0,COS,SMF,911,6.0,10.0,0,N,0,3.0,0.0,1.0,0.0,14.0
95702,2008,1,7,1,1736.0,1730,1933.0,1909,XE,211,N14186,177.0,159.0,140.0,24.0,6.0,COS,SMF,911,5.0,32.0,0,N,0,6.0,0.0,18.0,0.0,0.0
95707,2008,1,13,7,1740.0,1730,1910.0,1909,XE,211,N12166,150.0,159.0,129.0,1.0,10.0,COS,SMF,911,5.0,16.0,0,N,0,,,,,
95725,2008,1,2,3,1950.0,1940,2259.0,2257,XE,212,N12163,129.0,137.0,114.0,2.0,10.0,SMF,COS,911,6.0,9.0,0,N,0,,,,,
95727,2008,1,4,5,1951.0,1940,2253.0,2257,XE,212,N11191,122.0,137.0,107.0,-4.0,11.0,SMF,COS,911,5.0,10.0,0,N,0,,,,,
95728,2008,1,5,6,2052.0,1940,2400.0,2257,XE,212,N11194,128.0,137.0,109.0,63.0,72.0,SMF,COS,911,5.0,14.0,0,N,0,45.0,0.0,0.0,0.0,18.0
95730,2008,1,7,1,1957.0,1940,2313.0,2257,XE,212,N14186,136.0,137.0,110.0,16.0,17.0,SMF,COS,911,12.0,14.0,0,N,0,0.0,0.0,0.0,0.0,16.0
95752,2008,1,1,2,1411.0,1255,1559.0,1434,XE,215,N12175,168.0,159.0,140.0,85.0,76.0,COS,SMF,911,16.0,12.0,0,N,0,1.0,0.0,9.0,0.0,75.0
95753,2008,1,2,3,1323.0,1255,1512.0,1434,XE,215,N14186,169.0,159.0,148.0,38.0,28.0,COS,SMF,911,4.0,17.0,0,N,0,6.0,0.0,10.0,0.0,22.0
95755,2008,1,4,5,1323.0,1255,1520.0,1434,XE,215,N14186,177.0,159.0,159.0,46.0,28.0,COS,SMF,911,5.0,13.0,0,N,0,2.0,0.0,18.0,0.0,26.0
95756,2008,1,5,6,1337.0,1255,1526.0,1434,XE,215,N12175,169.0,159.0,155.0,52.0,42.0,COS,SMF,911,4.0,10.0,0,N,0,9.0,0.0,10.0,0.0,33.0
95757,2008,1,6,7,1329.0,1255,1517.0,1434,XE,215,N11164,168.0,159.0,143.0,43.0,34.0,COS,SMF,911,5.0,20.0,0,N,0,0.0,0.0,9.0,0.0,34.0
95758,2008,1,7,1,1301.0,1255,1443.0,1434,XE,215,N27190,162.0,159.0,148.0,9.0,6.0,COS,SMF,911,5.0,9.0,0,N,0,,,,,
95763,2008,1,12,6,1556.0,1255,1752.0,1434,XE,215,N13161,176.0,159.0,143.0,198.0,181.0,COS,SMF,911,22.0,11.0,0,N,0,2.0,0.0,17.0,0.0,179.0
95765,2008,1,14,1,1303.0,1255,1446.0,1434,XE,215,N14162,163.0,159.0,141.0,12.0,8.0,COS,SMF,911,3.0,19.0,0,N,0,,,,,
95768,2008,1,17,4,1323.0,1255,1448.0,1434,XE,215,N11192,145.0,159.0,129.0,14.0,28.0,COS,SMF,911,4.0,12.0,0,N,0,,,,,
95769,2008,1,18,5,1312.0,1255,1439.0,1434,XE,215,N11199,147.0,159.0,134.0,5.0,17.0,COS,SMF,911,3.0,10.0,0,N,0,,,,,
95774,2008,1,23,3,1325.0,1255,1507.0,1434,XE,215,N11164,162.0,159.0,145.0,33.0,30.0,COS,SMF,911,3.0,14.0,0,N,0,2.0,0.0,3.0,0.0,28.0
95779,2008,1,28,1,1304.0,1255,1454.0,1434,XE,215,N21197,170.0,159.0,148.0,20.0,9.0,COS,SMF,911,5.0,17.0,0,N,0,0.0,0.0,11.0,0.0,9.0
95787,2008,1,5,6,2138.0,1405,2253.0,1530,XE,216,N11191,75.0,85.0,60.0,443.0,453.0,OKC,SAT,407,4.0,11.0,0,N,0,71.0,0.0,0.0,0.0,372.0
95788,2008,1,6,7,1635.0,1405,1755.0,1530,XE,216,N11194,80.0,85.0,67.0,145.0,150.0,OKC,SAT,407,3.0,10.0,0,N,0,9.0,0.0,0.0,0.0,136.0
95789,2008,1,7,1,1426.0,1405,1553.0,1530,XE,216,N12195,87.0,85.0,65.0,23.0,21.0,OKC,SAT,407,14.0,8.0,0,N,0,1.0,0.0,2.0,0.0,20.0
95803,2008,1,21,1,1418.0,1405,1535.0,1530,XE,216,N12201,77.0,85.0,62.0,5.0,13.0,OKC,SAT,407,5.0,10.0,0,N,0,,,,,
95805,2008,1,23,3,1543.0,1405,1704.0,1530,XE,216,N12166,81.0,85.0,67.0,94.0,98.0,OKC,SAT,407,3.0,11.0,0,N,0,9.0,0.0,0.0,0.0,85.0
95809,2008,1,27,7,1431.0,1405,1540.0,1530,XE,216,N17196,69.0,85.0,58.0,10.0,26.0,OKC,SAT,407,3.0,8.0,0,N,0,,,,,
95814,2008,1,1,2,1741.0,1555,1919.0,1758,XE,216,N14204,218.0,243.0,205.0,81.0,106.0,SAT,SMF,1463,4.0,9.0,0,N,0,81.0,0.0,0.0,0.0,0.0
